Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
170,35,7,32,6,Some Random Commen with Id 170
171,36,7,164,1,Some Random Commen with Id 171
172,36,7,116,0,Some Random Commen with Id 172
173,36,7,163,5,Some Random Commen with Id 173
174,36,7,49,9,Some Random Commen with Id 174
175,38,4,14,9,Some Random Commen with Id 175
176,38,4,38,0,Some Random Commen with Id 176
177,38,4,13,6,Some Random Commen with Id 177
178,38,4,193,1,Some Random Commen with Id 178
179,38,4,56,3,Some Random Commen with Id 179
180,38,4,41,2,Some Random Commen with Id 180
181,39,6,113,0,Some Random Commen with Id 181
182,39,6,73,5,Some Random Commen with Id 182
183,39,6,153,4,Some Random Commen with Id 183
184,39,6,79,5,Some Random Commen with Id 184
185,39,6,80,2,Some Random Commen with Id 185
186,39,6,5,6,Some Random Commen with Id 186
187,39,6,163,6,Some Random Commen with Id 187
188,39,6,73,7,Some Random Commen with Id 188
